Melbourne Metropolitan Area,,,,,,,,,,,,,,,
Residential price statistics 1992 to 2022,,,,,,,,,,,,,,,
House Median,,,,,,Unit/Apartment Median,,,,,Vacant House Block Median,,,,
,,Houses,,,,Units/Apartments,,,,,Vacant House Blocks,,,,
Gymnasium/Health,3,1951666,1650000,1119.25,,1434.00,ND,,,62.26<,19633.00,,99.41,,
IndoorSportCent Unsp,4,1088125,1157500,1562.60,,746.00,192.92<,,,12.31<,825.25,,1318.54,,
Local Parks&Gardens,5,369190,370000,720.61,,706.00,67.27<,,,101.93<,1164.00,,317.17,,
National Museum,1,2300000,2300000,9913.79,,232.00,43.40<,,,ND,232.00,,9913.79,,
OutdoorSportCountry,1,3000000,3000000,21.80,,137600.00,ND,,,111.32<,137600.00,,21.80,,
OutdoorSportGrndUnsp,3,2870336,3190178,3806.89,,838.00,ND,,,ND,5080.67,,564.95,,
Squash Courts,1,2227541,2227541,3247.14,,686.00,ND,,,ND,686.00,,3247.14,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Municipality totals  ,,,,,,,,,,,,,,,
Commercial Total,"3,071",,,,,,Commercial Total Prices,,,,"$10,930,542,483 ",,,,
Community Services Total,62,,,,,,Community Services Total Prices,,,,"$597,404,361 ",,,,
Extractive Industry Total,2,,,,,,Extractive Industry Total Prices,,,,"$2,996,520 ",,,,
Industrial Total,"3,318",,,,,,Industrial Total Prices,,,,"$7,847,486,366 ",,,,
Infrastruc&Utilities Total,41,,,,,,Infrastruc&Utilities Total Prices,,,,"$58,549,376 ",,,,
"National Parks, etc Total",2,,,,,,"National Parks, etc Total Prices",,,,"$242,000 ",,,,
Primary Production Total,218,,,,,,Primary Production Total Prices,,,,"$1,060,699,536 ",,,,
Residential Total,"129,171",,,,,,Residential Total Prices,,,,"$122,329,034,403 ",,,,
Sport/Hrtge/Cultural Total,23,,,,,,Sport/Hrtge/Cultural Total Prices,,,,"$39,864,999 ",,,,
All Sales Total,"135,908 ",,,,,,All Sales Total,,,,,"$142,866,820,044 ",,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Country Victoria,,,,,,,,,,,,,,,
Residential price statistics 1992 to 2022,,,,,,,,,,,,,,,
House Median,,,,,,Unit/Apartment Median,,,,,Vacant House Block Median,,,,
,,Houses,,,,Units/Apartments,,,,,Vacant House Blocks,,,,
Year,No. of Sales,Median Price,,Mean Price,,No. of Sales,Median Price,,Mean Price,,No. of Sales,Median Price,,Mean Price,
1992 ,"16,115 ","80,000 ",,"87,447 ",,"2,405 ","81,000 ",,"89,014 ",,"6,636 ","29,000 ",,"32,606 ",
1993 ,"17,304 ","82,275 ",,"90,162 ",,"2,585 ","80,000 ",,"88,023 ",,"7,207 ","30,000 ",,"34,339 ",
1994 ,"17,937 ","85,000 ",,"92,014 ",,"2,752 ","82,000 ",,"89,557 ",,"7,357 ","30,500 ",,"34,951 ",
1995 ,"16,442 ","83,000 ",,"93,403 ",,"2,200 ","83,000 ",,"89,939 ",,"5,826 ","32,000 ",,"39,486 ",
1996 ,"16,786 ","84,000 ",,"93,325 ",,"2,281 ","82,500 ",,"98,172 ",,"5,235 ","31,500 ",,"39,409 ",
1997 ,"19,168 ","86,000 ",,"97,232 ",,"2,834 ","80,000 ",,"89,260 ",,"6,402 ","32,500 ",,"40,822 ",
1998 ,"19,164 ","88,500 ",,"100,377 ",,"2,899 ","83,000 ",,"93,811 ",,"6,698 ","34,500 ",,"40,703 ",
1999 ,"20,554 ","95,500 ",,"109,185 ",,"3,138 ","88,000 ",,"104,934 ",,"7,534 ","37,000 ",,"41,760 ",
2000 ,"23,910 ","102,000 ",,"115,178 ",,"3,689 ","96,000 ",,"116,426 ",,"7,114 ","38,000 ",,"42,092 ",
2001 ,"27,791 ","119,000 ",,"131,824 ",,"4,736 ","105,000 ",,"124,516 ",,"11,916 ","43,725 ",,"49,409 ",
2002 ,"27,954 ","141,000 ",,"160,102 ",,"4,708 ","124,500 ",,"144,323 ",,"12,702 ","52,500 ",,"56,583 ",
2003 ,"27,411 ","171,000 ",,"189,146 ",,"4,652 ","155,000 ",,"180,917 ",,"12,212 ","65,000 ",,"73,170 ",
2004 ,"24,549 ","190,000 ",,"211,095 ",,"4,263 ","175,000 ",,"205,671 ",,"8,932 ","75,000 ",,"82,821 ",
2005 ,"24,180 ","205,000 ",,"227,425 ",,"4,286 ","190,000 ",,"218,321 ",,"7,949 ","84,000 ",,"93,063 ",
2006 ,"22,977 ","220,000 ",,"242,478 ",,"4,335 ","195,000 ",,"229,779 ",,"7,659 ","90,000 ",,"103,138 ",
2007 ,"26,309 ","228,750 ",,"256,388 ",,"5,150 ","206,000 ",,"241,835 ",,"8,138 ","97,000 ",,"110,984 ",
2008 ,"21,387 ","230,000 ",,"257,300 ",,"4,206 ","210,000 ",,"240,539 ",,"6,627 ","100,000 ",,"110,592 ",
2009 ,"24,759 ","241,000 ",,"266,252 ",,"5,520 ","218,000 ",,"243,654 ",,"10,256 ","105,000 ",,"115,104 ",
2010 ,"22,603 ","270,000 ",,"303,820 ",,"4,776 ","236,250 ",,"268,861 ",,"10,651 ","122,500 ",,"133,567 ",
2011 ,"20,685 ","280,000 ",,"311,317 ",,"4,243 ","242,500 ",,"282,132 ",,"8,741 ","132,000 ",,"142,541 ",
2012 ,"20,329 ","280,000 ",,"309,000 ",,"4,242 ","240,000 ",,"263,779 ",,"7,478 ","130,000 ",,"140,581 ",
2013 ,"22,682 ","290,000 ",,"318,898 ",,"4,371 ","240,000 ",,"270,571 ",,"7,669 ","136,000 ",,"146,395 ",
2014 ,"23,049 ","300,000 ",,"332,124 ",,"4,396 ","248,000 ",,"278,862 ",,"8,361 ","138,000 ",,"147,581 ",
2015 ,"24,614 ","310,000 ",,"343,995 ",,"4,441 ","252,500 ",,"285,265 ",,"8,537 ","144,530 ",,"156,037 ",
2016 ,"25,747 ","320,000 ",,"358,218 ",,"4,503 ","265,000 ",,"303,274 ",,"9,635 ","155,000 ",,"168,381 ",
2017 ,"27,889 ","345,000 ",,"384,371 ",,"5,112 ","285,000 ",,"331,945 ",,"14,391 ","169,000 ",,"182,072 ",
2018 ,"27,533 ","365,000 ",,"409,640 ",,"4,800 ","289,725 ",,"328,606 ",,"13,834 ","175,000 ",,"194,121 ",
2019 ,"24,655 ","385,000 ",,"427,037 ",,"4,185 ","300,000 ",,"341,273 ",,"9,973 ","172,000 ",,"199,701 ",
2020 ,"26,788 ","419,000 ",,"473,631 ",,"4,157 ","328,000 ",,"371,184 ",,"16,982 ","200,000 ",,"219,010 ",
2021 ,"32,383 ","506,000 ",,"578,024 ",,"5,106 ","380,000 ",,"435,328 ",,"11,725 ","245,000 ",,"257,401 ",
2022 ,"5,386 ","560,000 ",,"616,483 ",,875 ,"407,500 ",,"452,188 ",,916 ,"269,000 ",,"287,999 ",
Statistics for 2022 are based on a small number of sales and are preliminary only.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
COUNTRY VICTORIA,,,,,,,,,,,,,,,
Analysis of property sales for 2021,,,,,,,,,,,,,,,
Land Use,"No of
Sales",Mean Sales Price  ($),Median Sales Price  ($),Median Price per  Unit Area,,"Median Block
size","Price-Indices
(base is 100)",,,,"Mean Block
 size",Mean Price per  Unit Area,,,
,,,,,,,2020,,,2016,,,,,
Commercial,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Amusement Parks etc.,3,464166,220000,313.39,,702.00,9.43<,,,ND,1650.33,,281.26,,
Backpackers/Hostel,2,1644900,1644900,701.05,,3245.50,ND,,,332.30<,3245.50,,506.82,,
Bank,12,1208483,603500,3278.66,,608.50,93.61<,,,75.09<,664.17,,1819.55,,
Bed and Breakfast,9,1038777,1180000,53.71,,4655.00,121.96<,,,251.06<,53913.11,,19.27,,
Bottle Shop/Licensed,2,643250,643250,11830.36,,364.00,ND,,,71.47<,364.00,,1767.17,,
CafŽ,13,658000,535000,531.35,,941.00,158.99<,,,118.89<,1156.92,,568.75,,
Car Wash,7,1136785,1200000,1010.73,,1212.00,60.38<,,,198.35<,1231.57,,923.04,,
CarPark Ð OpenAir,2,355000,355000,1579.77,,241.00,ND,,,ND,241.00,,1473.03,,
Com Land (Struct 0),10,631550,470000,391.40,,868.00,162.07<,,,254.05<,1708.00,,369.76,,
Crematorium/Funeral,6,1240000,1000000,796.31,,1215.50,ND,,,153.85<,5452.50,,227.42,,
Dental Clinic,1,2175000,2175000,2149.21,,1012.00,530.49<,,,639.71<,1012.00,,2149.21,,
Dept/Discount Store,2,10181000,10181000,1884.86,,3562.50,ND,,,ND,3562.50,,2857.82,,
Dev Site,191,658271,302500,403.05,,1084.50,91.67<,,,94.53<,6221.59,,110.26,,
Display Yard,1,650000,650000,529.75,,1227.00,ND,,,74.29<,1227.00,,529.75,,
Fuel Outlet/Garage,30,1874866,1380000,704.55,,2200.00,197.14<,,,202.94<,2524.76,,701.28,,
Ground Level Parking,6,1954833,1762500,1193.06,,872.00,341.90<,,,180.77<,1931.67,,1011.99,,
Guest/BackPack Unsp,8,1118434,1112638,808.76,,1358.50,111.38<,,,74.18<,57565.88,,19.43,,
Health Clinic Unsp,43,1126401,605000,500.63,,739.00,97.58<,,,101.26<,824.48,,1223.58,,
Health Surgery,19,859039,575000,746.90,,769.50,121.50<,,,124.46<,722.50,,1135.93,,
Holiday Units,6,887500,837500,51.05,,15670.00,670.00<,,,959.89<,24939.40,,42.14,,
Hotel,37,1081418,855000,469.83,,2022.00,120.93<,,,69.55<,7171.51,,150.79,,
Hotel-Gaming,1,7730000,7730000,7730.00,,1000.00,ND,,,ND,1000.00,,7730.00,,
Hotel/Motel Unsp,69,1971315,920000,228.37,,2912.00,143.75<,,,102.22<,26970.25,,75.82,,
Indiv CarPark Unspe,1,57200,57200,NA,,NA,ND,,,ND,NA,,NA,,
Licensed Restaurant,8,932500,560000,1830.48,,1037.50,76.19<,,,207.41<,1156.50,,806.31,,
Licensed Ret Prem,1,26500000,26500000,4141.27,,6399.00,2650.00<,,,ND,6399.00,,4141.27,,
Live Ent-Major Multi,3,885000,850000,350.23,,2427.00,28.46<,,,171.72<,1826.67,,484.49,,
LowRise Office Build,5,2749500,1347500,2401.96,,561.00,35.93<,,,39.93<,1037.80,,2649.35,,
Medical/Surgery,5,1202000,1310000,818.99,,1011.00,258.13<,,,ND,1398.00,,859.80,,
Mixed Use Office,7,301071,340000,839.69,,524.00,65.94<,,,137.37<,555.14,,542.33,,
Mixed Use Shop,3,1166666,775000,3871.50,,607.00,303.24<,,,92.26<,603.67,,1932.63,,
Mixed Use Studio,2,523198,523198,1455.69,,363.00,ND,,,ND,363.00,,1441.32,,
Mixed Use Unspec,106,1012041,517500,1003.72,,577.50,107.81<,,,119.72<,1707.64,,543.05,,
Motel,29,1485344,1400000,574.53,,3220.00,175.00<,,,119.95<,29805.76,,49.83,,
Multi Use FuelOutlet,2,1535000,1535000,263.98,,5563.00,425.21<,,,76.75<,5563.00,,275.93,,
Multi-Lvl Offic Unsp,9,916111,650000,1257.25,,517.00,ND,,,ND,758.57,,733.52,,
Multi-storey CarPark,1,2161000,2161000,890.03,,2428.00,ND,,,1.88<,2428.00,,890.03,,
National Co Rest,3,6943333,1450000,4027.78,,360.00,58.00<,,,207.14<,427.33,,16248.05,,
National Co Ret Unsp,6,13645000,7150000,1787.04,,4411.50,323.02<,,,400.11<,12819.00,,1064.44,,
Office & Dwelling,1,517000,517000,499.03,,1036.00,73.86<,,,ND,1036.00,,499.03,,
Office Cvrt Dwelling,9,501694,535000,292.40,,513.00,152.86<,,,ND,535.78,,936.39,,
Office Premises Uns,185,1393764,600000,1203.85,,623.00,125.39<,,,113.21<,1050.07,,905.50,,
Playhouse/Theatre,1,800000,800000,1596.81,,501.00,ND,,,ND,501.00,,1596.81,,
Pub/Tavern/Club Unsp,57,1582267,800000,471.82,,2026.00,200.00<,,,132.76<,10961.89,,112.62,,
Recreation Camp,1,1150000,1150000,2.19,,524900.00,191.67<,,,ND,524900.00,,2.19,,
Restaurant,9,782116,875000,2077.45,,405.00,194.01<,,,227.27<,2912.75,,262.17,,
Retail Mult Occ Unsp,69,1422546,450000,111.67,,674.00,150.00<,,,86.96<,2062.30,,540.71,,
Retail Sgle Occ Unsp,667,684566,450000,615.38,,390.00,128.57<,,,128.57<,4489.45,,152.70,,
Retail Store/Showrm,3,1374600,890000,781.39,,1139.00,126.56<,,,91.28<,1676.67,,819.84,,
Serv Apt/Unit Unsp,56,586181,415000,625.00,,2000.00,154.28<,,,143.10<,24210.35,,34.40,,
Serviced Apartments,2,1031250,1031250,1737.58,,656.50,1031.25<,,,ND,656.50,,1570.83,,
Shop,23,453135,395000,705.42,,483.50,141.07<,,,116.35<,670.82,,679.62,,
Shop & Dwelling,13,455538,380000,887.61,,783.00,91.68<,,,111.76<,896.31,,508.24,,
Shop Cnt SubRegional,1,81100000,81100000,1158.57,,70000.00,ND,,,ND,70000.00,,1158.57,,
Shopping Centre Unsp,21,14736833,1250000,1011.70,,639.00,615.76<,,,2.55<,5175.63,,2008.19,,
Supermarket,6,12548333,7157500,8304.26,,2866.00,46.42<,,,1590.56<,4418.80,,1900.52,,
Tavern,1,913000,913000,22.05,,41400.00,ND,,,ND,41400.00,,22.05,,
Timber Yard/Supplies,1,640000,640000,154.22,,4150.00,6.45<,,,70.95<,4150.00,,154.22,,
Tourist Park/Caravan,43,3061237,1400000,29.13,,33300.00,73.68<,,,170.11<,73128.53,,41.86,,
Tourist Resort Compl,1,12800000,12800000,55652.17,,230.00,815.29<,,,ND,230.00,,55652.17,,
Vehicle Sales Centre,12,1695977,1265000,364.55,,2320.00,224.97<,,,119.91<,3308.33,,512.64,,
Veterinary Clinic,13,1615769,485000,133.65,,954.00,125.81<,,,69.04<,7892.54,,204.72,,
Community Services,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Ambulance Station,3,895083,950000,2038.73,,723.00,ND,,,ND,1668.33,,536.51,,
Child Centre Unsp,1,1250000,1250000,1398.21,,894.00,23.58<,,,33.78<,894.00,,1398.21,,
Community Facility,1,550000,550000,1070.04,,514.00,ND,,,ND,514.00,,1070.04,,
Community Health Cen,2,280000,280000,241.44,,1112.50,43.75<,,,ND,1112.50,,251.69,,
Day Care Centre,13,5069606,5300000,2438.63,,3000.00,362.39<,,,147.22<,3185.15,,1591.64,,
Fire Station,3,1056000,407000,811.70,,3266.00,90.95<,,,179.69<,4657.67,,226.72,,
Gov Primary School,1,115500,115500,NA,,NA,ND,,,ND,NA,,NA,,
Halls&Service Rooms,4,146500,130500,261.89,,740.00,97.21<,,,96.67<,1007.50,,145.41,,
NonGov School Unsp,1,5350000,5350000,25.48,,210000.00,260.98<,,,294.77<,210000.00,,25.48,,
Place of Worship,21,344235,374000,2.40,,1251.00,248.50<,,,203.26<,1949.29,,176.60,,
Private Hospital,1,104810000,104810000,1194.82,,87720.00,ND,,,ND,87720.00,,1194.82,,
Public Hospital,1,870000,870000,1237.55,,703.00,ND,,,ND,703.00,,1237.55,,
"Public,Ed,Health Imp",2,771500,771500,1050.70,,1010.00,166.81<,,,ND,1010.00,,763.86,,
Religious Hall,1,120000,120000,163.71,,733.00,11.99<,,,99.17<,733.00,,163.71,,
Religious Residence,3,491000,511000,618.06,,720.00,97.80<,,,ND,792.67,,619.43,,
Rural&Comm Camps,1,2750000,2750000,91.67,,30000.00,454.55<,,,739.25<,30000.00,,91.67,,
Technical&Further Ed,1,580000,580000,287.84,,2015.00,20.32<,,,ND,2015.00,,287.84,,
Vac Com Service Site,1,84700,84700,4.43,,19117.00,ND,,,ND,19117.00,,4.43,,
Vac Edu & Res Site,2,2907500,2907500,929.71,,3523.50,55.17<,,,94.40<,3523.50,,825.17,,
Vac Health Ser Site,1,512000,512000,568.89,,900.00,ND,,,5688.89<,900.00,,568.89,,
Vac Religious Site,1,100000,100000,8.33,,12000.00,82.64<,,,ND,12000.00,,8.33,,
Extractive Industry,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
ExtInd Manufact Mat,2,2064605,2064605,27.15,,274510.00,1376.40<,,,ND,274510.00,,7.52,,
Quarry Gravel/Stone,2,481250,481250,2.05,,242850.00,125.00<,,,ND,242850.00,,1.98,,
Quarry Manufact Mat,1,1725000,1725000,1.63,,1055400.00,115.00<,,,ND,1055400.00,,1.63,,
Industrial,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Bulk Grain (Stuct),6,1566592,534776,35.44,,26400.00,93.49<,,,347.26<,43283.33,,36.19,,
Concrete Batch Plant,2,1525000,1525000,199.56,,7642.00,435.71<,,,ND,7642.00,,199.56,,
Coolstore/Coldstore,1,250000,250000,NA,,NA,ND,,,49.02<,NA,,NA,,
Factory,5,651000,630000,224.04,,1406.00,168.00<,,,315.00<,2672.40,,243.60,,
Factory Unit,8,466500,400000,1507.51,,266.00,250.78<,,,166.04<,632.67,,732.35,,
Factory Unsp,401,889798,525000,624.14,,1362.00,132.58<,,,122.09<,4861.15,,186.33,,
Food ProcessingUnsp,9,7879387,583000,81.27,,13135.00,116.60<,,,48.18<,17169.38,,43.06,,
Garage/Motor Vehicle,8,637250,451000,303.46,,1547.50,165.20<,,,219.73<,2164.25,,294.44,,
Hard/Storage Yard,5,1176782,1150000,98.29,,11700.00,1150.00<,,,ND,10823.80,,108.72,,
Ind Dev Site,339,483701,300000,143.96,,2796.50,115.72<,,,103.45<,11644.70,,42.19,,
Ind Land Building $0,9,880111,577500,1313.81,,1332.00,137.50<,,,2057.72<,14974.11,,58.78,,
Office/Factory,1,796000,796000,787.34,,1011.00,ND,,,ND,1011.00,,787.34,,
OpenStorageUnspec,14,1035714,537500,42.36,,12055.00,187.94<,,,199.07<,62498.71,,16.57,,
Processing Plant,2,1644500,1644500,125.31,,55428.50,ND,,,ND,55428.50,,29.67,,
Sawmill,2,950000,950000,52.26,,32680.00,368.93<,,,248.37<,32680.00,,29.07,,
Storage Depot,6,865000,575000,111.00,,7607.00,815.60<,,,319.44<,11116.83,,77.81,,
Vac Englobo Land,3,1263333,1540000,14.92,,103200.00,70.00<,,,ND,229977.00,,5.49,,
Warehouse,4,594750,339500,2831.89,,123.00,33.95<,,,116.47<,421.00,,1412.71,,
Warehouse Store,18,832588,551250,259.66,,2406.00,57.42<,,,61.25<,4952.67,,168.11,,
Warehouse Unspec,327,998779,590000,407.65,,1448.00,146.95<,,,162.53<,8899.27,,115.82,,
Warehouse/Factory,1,1056000,1056000,44.33,,23820.00,112.94<,,,25.95<,23820.00,,44.33,,
Warehouse/Office,13,1053820,833000,388.48,,1560.00,173.36<,,,130.67<,1668.00,,624.48,,
Warehouse/Showroom,8,671437,420000,1620.54,,112.00,70.71<,,,20.00<,501.40,,774.43,,
Workshop,7,387619,275000,199.75,,1577.00,130.95<,,,196.43<,1483.00,,261.38,,
Infrastruc&Utilities,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Airport Hangar Build,4,363250,350000,578.25,,674.50,157.48<,,,ND,905.50,,401.16,,
BusInterchangeCentre,1,354545,354545,166.69,,2127.00,ND,,,ND,2127.00,,166.69,,
BusMaintenanceDepot,1,75000,75000,39.52,,1898.00,ND,,,ND,1898.00,,39.52,,
ElectPowerGenerator,1,100000,100000,103.95,,962.00,909.09<,,,ND,962.00,,103.95,,
Electric Substation,1,440000,440000,25882.35,,17.00,ND,,,ND,17.00,,25882.35,,
Port Channel,1,5000,5000,NA,,NA,ND,,,ND,NA,,NA,,
Port Dock/Berth,8,57125,57000,288.56,,201.00,38.64<,,,ND,252.60,,220.90,,
Post Offices,11,888027,285000,483.38,,662.00,105.56<,,,84.44<,726.91,,1221.65,,
Ramps and Jetties,1,55000,55000,NA,,NA,ND,,,ND,NA,,NA,,
ReservedRoads,2,13000,13000,NA,,NA,ND,,,ND,NA,,NA,,
TelecomTowers Unspec,2,2600000,2600000,8844.09,,2025.50,3352.68<,,,13000.00<,2025.50,,1283.63,,
TV/Radio Station,1,213679,213679,894.05,,239.00,39.94<,,,ND,239.00,,894.05,,
UnspÐTranspStorUtil,1,11300,11300,13.95,,810.00,ND,,,ND,810.00,,13.95,,
Utilities Vac Land,4,608625,22500,459.97,,3404.50,0.75<,,,11.84<,2852.00,,213.40,,
Water Catchment Area,2,4425,4425,0.71,,6292.50,ND,,,ND,6292.50,,0.70,,
"National Parks, etc",,,,,,($/SM),(SM),,,,(SM),,($/SM),,
ConservationÐPrivate,1,88000,88000,22.22,,3961.00,67.69<,,,102.33<,3961.00,,22.22,,
Forest ResÐPrivate,1,310000,310000,0.37,,849300.00,ND,,,ND,849300.00,,0.37,,
Nature Reserve,2,56454,56454,123.00,,4922.00,1283.05<,,,248.15<,4922.00,,11.47,,
PrtcLdscapePrivate,1,170000,170000,17.00,,10000.00,ND,,,ND,10000.00,,17.00,,
Primary Production,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Cattle Feed Lot,6,651615,639000,0.53,,380100.00,204.81<,,,171.54<,1015315.00,,0.59,,
Com Flower&Plant,1,900000,900000,2.71,,332100.00,ND,,,180.00<,332100.00,,2.71,,
Crop Ð Fodder Crops,9,775833,670000,0.79,,480000.00,116.52<,,,62.62<,570794.89,,1.36,,
DomsticLivestockGraz,475,953022,601348,0.12,,400300.00,126.60<,,,136.67<,612605.44,,1.56,,
GenCrop >20ha Unspec,371,1242251,714806,1.26,,1271000.00,119.13<,,,145.03<,1877060.67,,0.66,,
Glasshouse Plant/Veg,1,1750000,1750000,18.83,,92940.00,380.43<,,,ND,92940.00,,18.83,,
Hardwood Plantation,7,793920,810000,0.75,,948700.00,194.88<,,,120.90<,1074760.00,,0.74,,
Horse Unspecified,18,1423750,1075000,7.01,,231100.00,162.88<,,,169.03<,313954.61,,4.53,,
Kennel/Cattery,3,558333,680000,11.33,,60000.00,98.55<,,,125.93<,87333.33,,6.39,,
Livestock Ð  Beef,270,1197782,750644,2.09,,430000.00,105.34<,,,124.89<,666794.03,,1.80,,
Livestock Ð  Dairy,262,1307280,932465,1.69,,630000.00,121.51<,,,145.78<,820537.31,,1.60,,
Livestock Ð Sheep,103,1810923,850000,1.20,,689000.00,142.19<,,,149.78<,1447867.99,,1.26,,
MarketGardenVeg <20h,17,910323,730000,16.60,,83500.00,184.81<,,,119.18<,249560.69,,3.85,,
MixedFarm + infrast,370,1723801,1040000,0.82,,538500.00,135.95<,,,142.96<,1039871.56,,1.66,,
MixedFarm no infrast,179,1255866,825000,0.74,,544000.00,148.65<,,,189.66<,791898.86,,1.59,,
MixedFarm&GrazUnsp,981,1347890,800000,3.68,,489600.00,134.10<,,,148.15<,1796567.06,,0.75,,
NatBshland +Agreem,1,340000,340000,0.74,,460600.00,161.90<,,,85.00<,460600.00,,0.74,,
Native Animals,1,370000,370000,0.42,,888800.00,30.60<,,,98.68<,888800.00,,0.42,,
Native Bshland,57,800209,225000,0.96,,197450.00,107.14<,,,92.98<,315353.54,,1.17,,
Native Hardwood,21,403085,350000,0.60,,525000.00,133.33<,,,312.50<,692792.38,,0.58,,
Non-Native Animals,3,395833,434999,1.48,,157200.00,ND,,,123.40<,140974.00,,2.81,,
Orchard Plantations,60,5849305,718326,4.37,,162500.00,118.24<,,,136.54<,3555585.42,,1.65,,
Piggery,7,1650571,1375000,2.99,,460000.00,264.42<,,,474.14<,500445.71,,3.30,,
Plant/Tree Nursery,20,626322,383788,3.71,,162650.00,74.89<,,,103.73<,344099.65,,1.82,,
Poultry Ð Open Range,2,580000,580000,2.59,,280000.00,80.44<,,,103.57<,280000.00,,2.07,,
Poultry broiler,3,1310000,850000,0.55,,764700.00,21.64<,,,16.01<,1249133.33,,1.05,,
Poultry egg,1,10800000,10800000,17.79,,607100.00,ND,,,981.82<,607100.00,,17.79,,
Softwood Plantation,20,1418035,485000,0.53,,715700.00,130.20<,,,275.57<,1039327.50,,1.36,,
Specialised Cropping,7,1517578,1319050,1.58,,1042000.00,141.40<,,,323.78<,981228.57,,1.55,,
Vineyard,79,988656,750000,6.99,,117150.00,170.02<,,,208.33<,319486.91,,3.09,,
Residential,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Age Care/Nursing Uns,4,1357000,1287500,726.37,,2793.50,66.03<,,,49.52<,5485.25,,247.39,,
Boarding House,16,757500,715000,974.80,,643.50,89.38<,,,131.19<,712.88,,1062.60,,
Cabin/Accommodation,1,1125000,1125000,491.27,,2290.00,1184.21<,,,1991.15<,2290.00,,491.27,,
Cojoin Strata Unsp,102,401465,327500,NA,,NA,121.30<,,,114.91<,NA,,NA,,
Conjoined StrataUnit,38,303921,300000,NA,,NA,111.11<,,,125.79<,NA,,NA,,
Detached Home (Ind),21,349928,363000,419.98,,881.00,129.64<,,,ND,1106.71,,316.19,,
Detached Home (New),78,571239,556125,661.79,,700.00,114.66<,,,116.34<,873.23,,649.99,,
Detached Home Unsp,25996,602519,530000,472.08,,685.00,123.26<,,,145.06<,1161.14,,518.49,,
Detached Home(Comm),87,503176,457000,534.02,,804.50,145.77<,,,186.53<,871.44,,577.80,,
Detached Home(exist),6088,477078,440760,316.90,,781.00,120.76<,,,139.92<,985.78,,483.95,,
Disability Housing,2,1490000,1490000,576.02,,3087.00,ND,,,ND,3087.00,,482.67,,
Garage/Outbuild Res,12,353166,200000,113.79,,747.00,98.77<,,,71.17<,10032.91,,32.51,,
Garage/Outbuild Rur,8,334375,267500,80.38,,6061.50,76.43<,,,ND,26349.25,,12.69,,
Granny Flat/Studio,7,754000,490000,609.39,,809.00,163.33<,,,ND,809.00,,609.39,,
Half Pair or Duplex,11,371636,300000,538.60,,557.00,91.60<,,,90.91<,509.71,,564.46,,
House & Flat/Studio,5,650690,646000,336.83,,1336.00,179.44<,,,141.67<,1314.60,,494.97,,
Individual Car Park,19,20368,1000,6.67,,30000.00,6.67<,,,0.87<,30000.00,,6.67,,
Individual Flat,26,333296,145000,819.63,,177.00,98.31<,,,25.00<,177.00,,819.21,,
MisImpRuralLand Unsp,212,356463,277500,11.10,,39300.00,130.59<,,,138.75<,87344.70,,4.08,,
Nursing Home,1,825000,825000,82.50,,10000.00,ND,,,ND,10000.00,,82.50,,
OYO Strata Flat,1,340000,340000,NA,,NA,ND,,,163.86<,NA,,NA,,
OYO Sub Dwelling,16,334625,309000,NA,,NA,108.04<,,,72.20<,NA,,NA,,
OYO Sub Unit,255,356142,345000,NA,,NA,118.97<,,,145.26<,NA,,NA,,
OYO Subdivided Flat,2,188750,188750,NA,,NA,ND,,,100.94<,NA,,NA,,
Res Co Sh Unit HR,3,626666,640000,NA,,NA,139.43<,,,512.00<,NA,,NA,,
Res Co Sh Unit Unsp,1,435000,435000,NA,,NA,183.93<,,,ND,NA,,NA,,
Res Dev Site,103,916489,470000,219.67,,2003.00,172.79<,,,114.63<,30632.34,,30.97,,
Res Investment Flat,124,630671,527500,694.26,,749.00,124.12<,,,132.21<,875.00,,743.04,,
Res Land (WithBuild),47,610365,440000,198.98,,955.00,166.98<,,,244.44<,2772.33,,222.21,,
Res/Rural Lstyle,5537,865824,752700,41.51,,20000.00,125.45<,,,147.59<,38766.34,,22.32,,
ResLandWithImprovemt,134,289212,187500,134.70,,1087.00,133.93<,,,256.85<,9785.01,,29.56,,
Retire Village Compl,2,4279250,4279250,NA,,NA,158.49<,,,ND,NA,,NA,,
Retire Village Unit,40,280000,290000,1831.44,,130.00,131.82<,,,214.81<,130.00,,1730.77,,
Semi-detached,4,554500,564000,2065.52,,202.00,150.40<,,,129.66<,202.00,,2049.50,,
Semi-detached Unspec,196,475925,419550,2884.35,,245.00,108.97<,,,101.59<,344.05,,1527.77,,
Sep House&Curtilage,17,1491823,800000,1987.21,,930.00,106.67<,,,ND,795.25,,1960.15,,
Shack/Hut/Donga,2,472500,472500,891.52,,761.50,525.00<,,,251.33<,761.50,,620.49,,
